| Agent    0 | Location(x,y) = (  41,  67) in Environment -   DerivENV | High-Level-State 0
| Agent  139 | Location (x,y) = (  70,  10) in Environment -   DerivENV | High-Level-State 1
| Agent  138 | Location (x,y) = ( 107,  43) in Environment -   DerivENV | High-Level-State 1
| Agent  137 | Location (x,y) = (  51,  55) in Environment -   DerivENV | High-Level-State 1
| Agent  136 | Location (x,y) = ( 200,  43) in Environment -   DerivENV | High-Level-State 1
| Agent  135 | Location (x,y) = ( 259,  57) in Environment -   DerivENV | High-Level-State 1
| Agent  134 | Location (x,y) = (  87,  15) in Environment -   DerivENV | High-Level-State 1
| Agent  133 | Location (x,y) = ( 135,  78) in Environment -   DerivENV | High-Level-State 1
| Agent  132 | Location (x,y) = ( 274,  36) in Environment -   DerivENV | High-Level-State 1
| Agent  131 | Location (x,y) = ( 169,  97) in Environment -   DerivENV | High-Level-State 1
| Agent  130 | Location (x,y) = (  34,  62) in Environment -   DerivENV | High-Level-State 1
| Agent  129 | Location (x,y) = ( 297,  26) in Environment -   DerivENV | High-Level-State 1
| Agent  128 | Location (x,y) = ( 163,  58) in Environment -   DerivENV | High-Level-State 1
| Agent  127 | Location (x,y) = (  81,  99) in Environment -   DerivENV | High-Level-State 1
| Agent  126 | Location (x,y) = ( 329,  36) in Environment -   DerivENV | High-Level-State 1
| Agent  125 | Location (x,y) = ( 252,  65) in Environment -   DerivENV | High-Level-State 1
| Agent  124 | Location (x,y) = ( 366,  88) in Environment -   DerivENV | High-Level-State 1
| Agent  123 | Location (x,y) = ( 244,  93) in Environment -   DerivENV | High-Level-State 1
| Agent  122 | Location (x,y) = ( 372,  69) in Environment -   DerivENV | High-Level-State 1
| Agent  121 | Location (x,y) = ( 113,  30) in Environment -   DerivENV | High-Level-State 1
| Agent  120 | Location (x,y) = ( 277,  10) in Environment -   DerivENV | High-Level-State 1
| Agent  119 | Location (x,y) = (  93,  99) in Environment -   DerivENV | High-Level-State 1
| Agent  118 | Location (x,y) = (  12,   6) in Environment -   DerivENV | High-Level-State 1
| Agent  117 | Location (x,y) = ( 377,  33) in Environment -   DerivENV | High-Level-State 1
| Agent  116 | Location (x,y) = ( 127,  52) in Environment -   DerivENV | High-Level-State 1
| Agent  115 | Location (x,y) = ( 366,  30) in Environment -   DerivENV | High-Level-State 1
| Agent  114 | Location (x,y) = (  50,  61) in Environment -   DerivENV | High-Level-State 1
| Agent  113 | Location (x,y) = ( 341,  91) in Environment -   DerivENV | High-Level-State 1
| Agent  112 | Location (x,y) = ( 202,  60) in Environment -   DerivENV | High-Level-State 1
| Agent  111 | Location (x,y) = ( 360,  76) in Environment -   DerivENV | High-Level-State 1
| Agent  110 | Location (x,y) = ( 124,  54) in Environment -   DerivENV | High-Level-State 1
| Agent  109 | Location (x,y) = ( 277,   9) in Environment -   DerivENV | High-Level-State 1
| Agent  108 | Location (x,y) = ( 253,  59) in Environment -   DerivENV | High-Level-State 1
| Agent  107 | Location (x,y) = ( 155,  50) in Environment -   DerivENV | High-Level-State 1
| Agent  106 | Location (x,y) = ( 192,  19) in Environment -   DerivENV | High-Level-State 1
| Agent  105 | Location (x,y) = ( 111,  52) in Environment -   DerivENV | High-Level-State 1
| Agent  104 | Location (x,y) = ( 128,  35) in Environment -   DerivENV | High-Level-State 1
| Agent  103 | Location (x,y) = (  36,  14) in Environment -   DerivENV | High-Level-State 1
| Agent  102 | Location (x,y) = ( 199,  14) in Environment -   DerivENV | High-Level-State 1
| Agent  101 | Location (x,y) = ( 306,  87) in Environment -   DerivENV | High-Level-State 1
| Agent  100 | Location (x,y) = (  47,   6) in Environment -   DerivENV | High-Level-State 1
| Agent   99 | Location (x,y) = ( 174,  64) in Environment -   DerivENV | High-Level-State 0
| Agent   98 | Location (x,y) = (  92,  75) in Environment -   DerivENV | High-Level-State 0
| Agent   97 | Location (x,y) = ( 197,  19) in Environment -   DerivENV | High-Level-State 0
| Agent   96 | Location (x,y) = ( 106,  33) in Environment -   DerivENV | High-Level-State 0
| Agent   95 | Location (x,y) = ( 242,  95) in Environment -   DerivENV | High-Level-State 0
| Agent   94 | Location (x,y) = ( 386,  86) in Environment -   DerivENV | High-Level-State 0
| Agent   93 | Location (x,y) = ( 291,  54) in Environment -   DerivENV | High-Level-State 0
| Agent   92 | Location (x,y) = ( 289,  73) in Environment -   DerivENV | High-Level-State 0
| Agent   91 | Location (x,y) = ( 351,  99) in Environment -   DerivENV | High-Level-State 0
| Agent   90 | Location (x,y) = ( 351,  33) in Environment -   DerivENV | High-Level-State 0
| Agent   89 | Location (x,y) = ( 329,  22) in Environment -   DerivENV | High-Level-State 0
| Agent   88 | Location (x,y) = ( 207,  12) in Environment -   DerivENV | High-Level-State 0
| Agent   87 | Location (x,y) = (   3,  95) in Environment -   DerivENV | High-Level-State 0
| Agent   86 | Location (x,y) = ( 196,  33) in Environment -   DerivENV | High-Level-State 0
| Agent   85 | Location (x,y) = ( 175,  84) in Environment -   DerivENV | High-Level-State 0
| Agent   84 | Location (x,y) = (  68,  69) in Environment -   DerivENV | High-Level-State 0
| Agent   83 | Location (x,y) = (  74,  36) in Environment -   DerivENV | High-Level-State 0
| Agent   82 | Location (x,y) = ( 380,  59) in Environment -   DerivENV | High-Level-State 0
| Agent   81 | Location (x,y) = ( 278,  98) in Environment -   DerivENV | High-Level-State 0
| Agent   80 | Location (x,y) = ( 329,  52) in Environment -   DerivENV | High-Level-State 0
| Agent   79 | Location (x,y) = ( 175,  63) in Environment -   DerivENV | High-Level-State 0
| Agent   78 | Location (x,y) = ( 106,  80) in Environment -   DerivENV | High-Level-State 0
| Agent   77 | Location (x,y) = ( 209,  56) in Environment -   DerivENV | High-Level-State 0
| Agent   76 | Location (x,y) = ( 366,  64) in Environment -   DerivENV | High-Level-State 0
| Agent   75 | Location (x,y) = ( 128,  14) in Environment -   DerivENV | High-Level-State 0
| Agent   74 | Location (x,y) = ( 202,  28) in Environment -   DerivENV | High-Level-State 0
| Agent   73 | Location (x,y) = ( 198,  58) in Environment -   DerivENV | High-Level-State 0
| Agent   72 | Location (x,y) = (  86,   1) in Environment -   DerivENV | High-Level-State 0
| Agent   71 | Location (x,y) = ( 156,  84) in Environment -   DerivENV | High-Level-State 0
| Agent   70 | Location (x,y) = ( 369,  84) in Environment -   DerivENV | High-Level-State 0
| Agent   69 | Location (x,y) = ( 280,  41) in Environment -   DerivENV | High-Level-State 0
| Agent   68 | Location (x,y) = ( 181,  59) in Environment -   DerivENV | High-Level-State 0
| Agent   67 | Location (x,y) = (  84,  53) in Environment -   DerivENV | High-Level-State 0
| Agent   66 | Location (x,y) = (  98,  77) in Environment -   DerivENV | High-Level-State 0
| Agent   65 | Location (x,y) = ( 271,   4) in Environment -   DerivENV | High-Level-State 0
| Agent   64 | Location (x,y) = (  10,  71) in Environment -   DerivENV | High-Level-State 1
| Agent   63 | Location (x,y) = (   0,  87) in Environment -   DerivENV | High-Level-State 0
| Agent   62 | Location (x,y) = (  79,  61) in Environment -   DerivENV | High-Level-State 0
| Agent   61 | Location (x,y) = (  55,  13) in Environment -   DerivENV | High-Level-State 0
| Agent   60 | Location (x,y) = ( 106,  54) in Environment -   DerivENV | High-Level-State 0
| Agent   59 | Location (x,y) = (  95,  82) in Environment -   DerivENV | High-Level-State 0
| Agent   58 | Location (x,y) = ( 114,  71) in Environment -   DerivENV | High-Level-State 0
| Agent   57 | Location (x,y) = ( 368,  91) in Environment -   DerivENV | High-Level-State 0
| Agent   56 | Location (x,y) = (  91,  62) in Environment -   DerivENV | High-Level-State 0
| Agent   55 | Location (x,y) = ( 211,  21) in Environment -   DerivENV | High-Level-State 0
| Agent   54 | Location (x,y) = ( 298,  36) in Environment -   DerivENV | High-Level-State 0
| Agent   53 | Location (x,y) = ( 149,  91) in Environment -   DerivENV | High-Level-State 0
| Agent   52 | Location (x,y) = ( 376,  92) in Environment -   DerivENV | High-Level-State 0
| Agent   51 | Location (x,y) = ( 349,   8) in Environment -   DerivENV | High-Level-State 0
| Agent   50 | Location (x,y) = ( 266,  41) in Environment -   DerivENV | High-Level-State 0
| Agent   49 | Location (x,y) = ( 184,   1) in Environment -   DerivENV | High-Level-State 0
| Agent   48 | Location (x,y) = ( 147,  27) in Environment -   DerivENV | High-Level-State 0
| Agent   47 | Location (x,y) = ( 325,  97) in Environment -   DerivENV | High-Level-State 0
| Agent   46 | Location (x,y) = ( 239,  71) in Environment -   DerivENV | High-Level-State 0
| Agent   45 | Location (x,y) = ( 222,  79) in Environment -   DerivENV | High-Level-State 0
| Agent   44 | Location (x,y) = (   8,   1) in Environment -   DerivENV | High-Level-State 0
| Agent   43 | Location (x,y) = ( 141,  41) in Environment -   DerivENV | High-Level-State 0
| Agent   42 | Location (x,y) = ( 162,  60) in Environment -   DerivENV | High-Level-State 0
| Agent   41 | Location (x,y) = (   1,  28) in Environment -   DerivENV | High-Level-State 0
| Agent   40 | Location (x,y) = (  17,  85) in Environment -   DerivENV | High-Level-State 0
| Agent   39 | Location (x,y) = (  54,  51) in Environment -   DerivENV | High-Level-State 0
| Agent   38 | Location (x,y) = ( 237,  67) in Environment -   DerivENV | High-Level-State 0
| Agent   37 | Location (x,y) = ( 225,  61) in Environment -   DerivENV | High-Level-State 0
| Agent   36 | Location (x,y) = (  96,   0) in Environment -   DerivENV | High-Level-State 0
| Agent   35 | Location (x,y) = (  69,  86) in Environment -   DerivENV | High-Level-State 0
| Agent   34 | Location (x,y) = (  97,  61) in Environment -   DerivENV | High-Level-State 0
| Agent   33 | Location (x,y) = ( 364,  33) in Environment -   DerivENV | High-Level-State 0
| Agent   32 | Location (x,y) = ( 249,  35) in Environment -   DerivENV | High-Level-State 0
| Agent   31 | Location (x,y) = ( 272,  86) in Environment -   DerivENV | High-Level-State 0
| Agent   30 | Location (x,y) = ( 184,  62) in Environment -   DerivENV | High-Level-State 0
| Agent   29 | Location (x,y) = ( 335,   4) in Environment -   DerivENV | High-Level-State 0
| Agent   28 | Location (x,y) = ( 318,  80) in Environment -   DerivENV | High-Level-State 0
| Agent   27 | Location (x,y) = ( 187,  36) in Environment -   DerivENV | High-Level-State 0
| Agent   26 | Location (x,y) = (  87,  34) in Environment -   DerivENV | High-Level-State 0
| Agent   25 | Location (x,y) = ( 191,  47) in Environment -   DerivENV | High-Level-State 0
| Agent   24 | Location (x,y) = ( 335,  12) in Environment -   DerivENV | High-Level-State 0
| Agent   23 | Location (x,y) = ( 378,  45) in Environment -   DerivENV | High-Level-State 0
| Agent   22 | Location (x,y) = ( 214,  41) in Environment -   DerivENV | High-Level-State 0
| Agent   21 | Location (x,y) = (  67,  85) in Environment -   DerivENV | High-Level-State 0
| Agent   20 | Location (x,y) = (  98,  14) in Environment -   DerivENV | High-Level-State 0
| Agent   19 | Location (x,y) = ( 332,  14) in Environment -   DerivENV | High-Level-State 0
| Agent   18 | Location (x,y) = (   4,  47) in Environment -   DerivENV | High-Level-State 0
| Agent   17 | Location (x,y) = ( 162,  96) in Environment -   DerivENV | High-Level-State 0
| Agent   16 | Location (x,y) = (  81,  46) in Environment -   DerivENV | High-Level-State 0
| Agent   15 | Location (x,y) = ( 257,  57) in Environment -   DerivENV | High-Level-State 0
| Agent   14 | Location (x,y) = ( 372,  98) in Environment -   DerivENV | High-Level-State 0
| Agent   13 | Location (x,y) = ( 117,  63) in Environment -   DerivENV | High-Level-State 0
| Agent   12 | Location (x,y) = ( 353,  69) in Environment -   DerivENV | High-Level-State 0
| Agent   11 | Location (x,y) = ( 362,  85) in Environment -   DerivENV | High-Level-State 0
| Agent   10 | Location (x,y) = (  94,  60) in Environment -   DerivENV | High-Level-State 0
| Agent    9 | Location (x,y) = ( 180,  61) in Environment -   DerivENV | High-Level-State 0
| Agent    8 | Location (x,y) = ( 217,  43) in Environment -   DerivENV | High-Level-State 0
| Agent    7 | Location (x,y) = ( 235,   3) in Environment -   DerivENV | High-Level-State 0
| Agent    6 | Location (x,y) = ( 194,  15) in Environment -   DerivENV | High-Level-State 0
| Agent    5 | Location (x,y) = (  38,  54) in Environment -   DerivENV | High-Level-State 0
| Agent    4 | Location (x,y) = ( 388,  51) in Environment -   DerivENV | High-Level-State 0
| Agent    3 | Location (x,y) = ( 311,  37) in Environment -   DerivENV | High-Level-State 0
| Agent    2 | Location (x,y) = ( 271,   6) in Environment -   DerivENV | High-Level-State 0
| Agent    1 | Location (x,y) = ( 198,  77) in Environment -   DerivENV | High-Level-State 0
| Agent    0 | Location (x,y) = (  63,  76) in Environment -   DerivENV | High-Level-State 0
	Tally: { S = 99 , I = 51 , R = 0 | Time 2

| Agent  149 | Location (x,y) = ( 299,  57) in Environment -   DerivENV | High-Level-State 1
| Agent  148 | Location (x,y) = ( 206,   5) in Environment -   DerivENV | High-Level-State 1
| Agent  147 | Location (x,y) = ( 183,  72) in Environment -   DerivENV | High-Level-State 1
| Agent  146 | Location (x,y) = ( 183,  15) in Environment -   DerivENV | High-Level-State 1
| Agent  145 | Location (x,y) = ( 323,  96) in Environment -   DerivENV | High-Level-State 1
| Agent  144 | Location (x,y) = ( 273,  51) in Environment -   DerivENV | High-Level-State 1
| Agent  143 | Location (x,y) = ( 183,  26) in Environment -   DerivENV | High-Level-State 1
| Agent  142 | Location (x,y) = ( 128,  17) in Environment -   DerivENV | High-Level-State 1
| Agent  141 | Location (x,y) = ( 125,  50) in Environment -   DerivENV | High-Level-State 1
| Agent  140 | Location (x,y) = ( 133,  67) in Environment -   DerivENV | High-Level-State 1
| Agent  139 | Location (x,y) = ( 284,   8) in Environment -   DerivENV | High-Level-State 1
| Agent  138 | Location (x,y) = ( 165,   4) in Environment -   DerivENV | High-Level-State 1
| Agent  137 | Location (x,y) = ( 114,  11) in Environment -   DerivENV | High-Level-State 1
| Agent  136 | Location (x,y) = ( 207,  21) in Environment -   DerivENV | High-Level-State 1
| Agent  135 | Location (x,y) = ( 148,  92) in Environment -   DerivENV | High-Level-State 1
| Agent  134 | Location (x,y) = (  52,  90) in Environment -   DerivENV | High-Level-State 1
| Agent  133 | Location (x,y) = ( 121,  64) in Environment -   DerivENV | High-Level-State 1
| Agent  132 | Location (x,y) = ( 107,  96) in Environment -   DerivENV | High-Level-State 1
| Agent  131 | Location (x,y) = ( 299,  45) in Environment -   DerivENV | High-Level-State 1
| Agent  130 | Location (x,y) = ( 162,  54) in Environment -   DerivENV | High-Level-State 1
| Agent  129 | Location (x,y) = ( 330,  66) in Environment -   DerivENV | High-Level-State 1
| Agent  128 | Location (x,y) = ( 129,  93) in Environment -   DerivENV | High-Level-State 1
| Agent  127 | Location (x,y) = ( 291,  98) in Environment -   DerivENV | High-Level-State 1
| Agent  126 | Location (x,y) = ( 166,  28) in Environment -   DerivENV | High-Level-State 1
| Agent  125 | Location (x,y) = ( 234,  93) in Environment -   DerivENV | High-Level-State 1
| Agent  124 | Location (x,y) = ( 118,  57) in Environment -   DerivENV | High-Level-State 1
| Agent  123 | Location (x,y) = ( 288,  87) in Environment -   DerivENV | High-Level-State 1
| Agent  122 | Location (x,y) = ( 180,  21) in Environment -   DerivENV | High-Level-State 1
| Agent  121 | Location (x,y) = ( 160,  62) in Environment -   DerivENV | High-Level-State 1
